"gameId","playId","snapDetail","snapTime","operationTime","hangTime","kickType","kickDirectionIntended","kickDirectionActual","returnDirectionIntended","returnDirectionActual","missedTackler","assistTackler","tackler","kickoffReturnFormation","gunners","puntRushers","specialTeamsSafeties","vises","kickContactType"
2018093012,2538,"OK",0.79,2.07,4.72,"A","C","C",NA,NA,NA,NA,NA,NA,"BAL 47; BAL 10",NA,NA,"PIT 25; PIT 24; PIT 23","BF"
2018093012,2699,"OK",0.83,2.16,4.83,"A","C","C",NA,NA,NA,NA,NA,NA,"PIT 20; PIT 46",NA,NA,"BAL 27; BAL 36; BAL 29","CC"
2018093012,3016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT 23; PIT 34",NA,NA
2018093012,3035,NA,NA,NA,NA,"F","C","C","R","C",NA,NA,"BAL 47","8-0-2",NA,NA,"BAL 10; BAL 47",NA,NA
2018093012,3122,"OK",0.85,2.17,3.97,"N","C","C",NA,NA,NA,NA,NA,NA,"PIT 20; PIT 46",NA,"BAL 83","BAL 27; BAL 29","CC"
2018093012,3465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT 23; PIT 34",NA,NA
2018093012,3484,NA,NA,NA,3.99,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"BAL 10; BAL 47",NA,NA
2018093012,3595,"L",0.85,2.18,4.95,"N","C","C",NA,NA,NA,NA,NA,NA,"PIT 20; PIT 46",NA,NA,"BAL 27; BAL 36; BAL 29","CC"
2018093012,3952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT 34",NA,NA
2018093012,3971,NA,NA,NA,4.08,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"BAL 10; BAL 27",NA,NA
2018093012,4207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT 23; PIT 34",NA,NA
2018093012,4226,NA,NA,NA,4.08,"D","C","C","C","C",NA,NA,"BAL 49","8-0-2",NA,NA,"BAL 25; BAL 27",NA,NA
2018100100,36,NA,NA,NA,4.31,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"KC 35; KC 84",NA,NA
2018100100,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC 21; KC 53",NA,NA
2018100100,207,NA,NA,NA,3.95,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"DEN 17; DEN 34",NA,NA
2018100100,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEN 31; DEN 51",NA,NA
2018100100,472,NA,NA,NA,4.38,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"KC 35; KC 48",NA,NA
2018100100,568,"OK",0.95,2.23,4.19,"N","C","C","L","L",NA,NA,"DEN 43",NA,"DEN 30; DEN 81",NA,"KC 11; KC 13; KC 25","KC 35; KC 24","CC"
2018100100,830,"OK",0.89,2,3.85,"A","L","L",NA,NA,NA,NA,NA,NA,"DEN 14; DEN 81","KC 19; KC 25; KC 26; KC 48; KC 84; KC 92",NA,"KC 35; KC 24","CC"
2018100100,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEN 31; DEN 40",NA,NA
2018100100,1166,NA,NA,NA,4.06,"P","R","R","C","C",NA,NA,"KC 35","8-0-2",NA,NA,"KC 13; KC 42",NA,NA
2018100100,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC 21; KC 53",NA,NA
2018100100,1316,NA,NA,NA,4,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"DEN 17; DEN 34",NA,NA
2018100100,1592,"OK",0.88,2.11,3.63,"N","C","C",NA,NA,NA,"KC 84","KC 35",NA,"KC 35; KC 19","DEN 48; DEN 89",NA,"DEN 41; DEN 35; DEN 34","CC"
2018100100,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC 24; KC 53",NA,NA
2018100100,2050,NA,NA,NA,3.97,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"DEN 17; DEN 34",NA,NA
2018100100,2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEN 31; DEN 34; DEN 51",NA,NA
2018100100,2376,NA,NA,NA,4.2,"D","C","C","C","C",NA,NA,"KC 35","8-0-2",NA,NA,"KC 13; KC 35",NA,NA
2018100100,2618,"OK",0.64,1.82,4.45,"A","R","R",NA,NA,NA,NA,NA,NA,"KC 13; KC 19","DEN 17; DEN 32; DEN 35; DEN 43; DEN 47; DEN 48; DEN 81; DEN 89",NA,"DEN 41; DEN 34","BF"
2018100100,2894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC 21; KC 53",NA,NA
2018100100,2910,NA,NA,NA,4.09,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"DEN 17; DEN 34",NA,NA
2018100100,3000,"OK",0.87,2.13,4.33,"N","R","R",NA,NA,NA,NA,NA,NA,"KC 19; KC 35","DEN 99",NA,"DEN 41; DEN 34","CC"
2018100100,3150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC 24; KC 53",NA,NA
2018100100,3169,NA,NA,NA,4.34,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"DEN 17; DEN 34",NA,NA
2018100100,3545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEN 31; DEN 51",NA,NA
2018100100,3561,NA,NA,NA,4.25,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"KC 13; KC 35",NA,NA
2018100100,3648,"OK",0.83,2.14,3.99,"N","L","L",NA,NA,NA,NA,NA,NA,"DEN 30; DEN 81","KC 92","KC 13; KC 25","KC 35; KC 24; KC 11","BB"
2018100100,3991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEN 31; DEN 51",NA,NA
2018100100,4007,NA,NA,NA,NA,"F","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"KC 11; KC 13",NA,NA
2018100400,36,NA,NA,NA,4.26,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"IND 32; IND 41",NA,NA
2018100400,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IND 35; IND 50",NA,NA
2018100400,377,NA,NA,NA,3.96,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NE 23; NE 32",NA,NA
2018100400,454,"<",0.96,2.11,4.13,"A","L","L","R","R","IND 30",NA,"IND 52",NA,"IND 28; IND 30","NE 18; NE 36; NE 43; NE 50; NE 55; NE 93",NA,"NE 35; NE 27; NE 30","CC"
2018100400,554,"OK",0.9,2.25,4.22,"A","R","R",NA,NA,NA,NA,NA,NA,"NE 35; NE 18","IND 57",NA,"IND 32; IND 35","CC"
2018100400,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE 32; NE 43",NA,NA
2018100400,1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IND 44",NA,NA
2018100400,1152,NA,NA,NA,4.32,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NE 23; NE 32",NA,NA
2018100400,1363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE 32; NE 43",NA,NA
2018100400,1382,NA,NA,NA,3.87,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"IND 32; IND 41",NA,NA
2018100400,1465,"OK",0.85,2.26,4.37,"N","C","C","C","C","NE 35",NA,"NE 50",NA,"NE 18; NE 35","IND 36; IND 49",NA,"IND 32; IND 28; IND 35","CC"
2018100400,1632,"OK",0.9,2.23,4.53,"N","C","C","C","C","IND 30; IND 46; IND 49; IND 59",NA,NA,NA,"IND 30; IND 28","NE 18; NE 36; NE 43; NE 47; NE 93",NA,"NE 35; NE 27; NE 30","CC"
2018100400,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IND 44",NA,NA
2018100400,2014,NA,NA,NA,3.91,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NE 23; NE 32",NA,NA
2018100400,2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IND 35; IND 44",NA,NA
2018100400,2349,NA,NA,NA,4.26,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NE 23; NE 32",NA,NA
2018100400,2402,NA,NA,NA,4.25,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NE 23; NE 32",NA,NA
2018100400,2531,"OK",0.95,2.23,4.78,"A","C","C",NA,NA,NA,NA,NA,NA,"IND 28; IND 30","NE 36; NE 53; NE 70; NE 93","NE 18","NE 31; NE 32","KTB"
2018100400,2618,"OK",0.97,2.36,4.22,"N","C","C","C","C","NE 43",NA,"NE 36",NA,"NE 35; NE 18",NA,"IND 41","IND 32; IND 28; IND 35","CC"
2018100400,2728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE 32; NE 43",NA,NA
2018100400,2744,NA,NA,NA,4.18,"D","C","C","R","R",NA,NA,"IND 59","8-0-2",NA,NA,"IND 35; IND 59",NA,NA
2018100400,3462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE 32; NE 43",NA,NA
2018100400,3478,NA,NA,NA,4.16,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"IND 35; IND 37",NA,NA
2018100400,3667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IND 44",NA,NA
2018100400,3683,NA,NA,NA,4,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NE 23; NE 30; NE 32",NA,NA
2018100400,3925,NA,NA,NA,4.13,"P","C","C","C","C",NA,NA,"NE 18","8-0-2",NA,NA,"NE 23; NE 32",NA,NA
2018100400,4614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE 32; NE 43",NA,NA
2018100400,4630,NA,NA,NA,NA,"O","R","R",NA,NA,NA,NA,"IND 52","8-0-3",NA,NA,NA,NA,NA
2018100700,36,NA,NA,NA,3.55,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"BUF 24; BUF 28; BUF 42",NA,NA
2018100700,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEN 28; TEN 53",NA,NA
2018100700,473,NA,NA,NA,4.21,"D","R","R","L","L","BUF 50",NA,"BUF 51","8-0-2",NA,NA,"BUF 24; BUF 28; BUF 42; BUF 51",NA,NA
2018100700,584,"OK",0.77,2.05,4.11,"A","L","L",NA,NA,NA,NA,NA,NA,"TEN 36; TEN 29",NA,"BUF 16; BUF 29","BUF 30; BUF 26","CC"
2018100700,736,"OK",0.68,2.07,4.48,"N","C","C","R","R","BUF 44",NA,"BUF 30",NA,"BUF 30; BUF 26",NA,"TEN 36","TEN 29; TEN 21; TEN 26","CC"
2018100700,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUF 31; BUF 49",NA,NA
2018100700,931,NA,NA,NA,NA,"F","L","L","R","R",NA,"TEN 58","TEN 51","8-0-2",NA,NA,"TEN 20; TEN 36; TEN 41",NA,NA
2018100700,1191,"OK",0.83,2,4.21,"A","C","C",NA,NA,NA,NA,NA,NA,"BUF 30; BUF 26",NA,NA,"TEN 21; TEN 26","BF"
2018100700,1558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018100700,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUF 31; BUF 49",NA,NA
2018100700,2005,NA,NA,NA,4.13,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"TEN 20; TEN 36",NA,NA
2018100700,2315,"OK",0.92,2.11,4.02,"A","C","C",NA,NA,NA,NA,NA,NA,"BUF 30; BUF 26",NA,"TEN 36","TEN 29; TEN 20; TEN 21","BF"
2018100700,2473,"OK",0.78,2.01,4.12,"N","C","C","C","C",NA,NA,"TEN 29",NA,"TEN 36; TEN 29","BUF 50",NA,"BUF 16; BUF 30; BUF 26","CC"
2018100700,2576,"OK",0.84,2.1,3.89,"N","R","R","L","L",NA,NA,"BUF 26",NA,"BUF 30; BUF 26",NA,"TEN 32; TEN 36","TEN 29; TEN 20; TEN 26","CC"
2018100700,2802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEN 28; TEN 53",NA,NA
2018100700,2821,NA,NA,NA,3.83,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"BUF 24; BUF 28",NA,NA
2018100700,3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUF 21; BUF 31; BUF 49",NA,NA
2018100700,3234,NA,NA,NA,3.65,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"TEN 20; TEN 36",NA,NA
2018100700,3520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUF 31; BUF 49",NA,NA
2018100700,3542,NA,NA,NA,4.1,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"TEN 20; TEN 36",NA,NA
2018100700,3853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEN 28; TEN 53",NA,NA
2018100701,36,NA,NA,NA,4.17,"D","R","R","L","L",NA,NA,"CAR 53","8-0-2",NA,NA,"CAR 26; CAR 28",NA,NA
2018100701,173,"OK",0.9,2.24,4.74,"N","C","C","C","C",NA,NA,"NYG 80",NA,"NYG 80; NYG 30","CAR 42","CAR 10; CAR 12","CAR 23; CAR 24","CC"
2018100701,317,"OK",0.84,2.05,4.6,"N","L","L","C","C",NA,NA,"CAR 44",NA,"CAR 10; CAR 23",NA,"NYG 81","NYG 36; NYG 30; NYG 23","CC"
2018100701,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAR 29; CAR 59",NA,NA
2018100701,496,NA,NA,NA,4.04,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NYG 24",NA,NA
2018100701,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYG 21; NYG 31; NYG 93",NA,NA
2018100701,719,NA,NA,NA,4.32,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CAR 26; CAR 28; CAR 56",NA,NA
2018100701,1006,"OK",0.92,2.16,4.53,"N","L","L",NA,NA,NA,NA,NA,NA,"CAR 12; CAR 10","NYG 59",NA,"NYG 24; NYG 20","MBDR"
2018100701,1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYG 21; NYG 93",NA,NA
2018100701,1054,NA,NA,NA,4.54,"D","C","C","R","R",NA,NA,"CAR 53","8-0-2",NA,NA,"CAR 26; CAR 28",NA,NA
2018100701,1150,"OK",0.9,2.25,4.28,"N","L","L",NA,NA,NA,NA,NA,NA,"NYG 80; NYG 30","CAR 94","CAR 12","CAR 26; CAR 23","CC"
2018100701,1338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYG 31; NYG 93",NA,NA
2018100701,1357,NA,NA,NA,4.52,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CAR 26; CAR 28",NA,NA
2018100701,1488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAR 29; CAR 59",NA,NA
2018100701,1504,NA,NA,NA,2.69,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NYG 24; NYG 39",NA,NA
2018100701,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYG 31; NYG 93; NYG 95",NA,NA
2018100701,1735,NA,NA,NA,4.06,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CAR 26; CAR 28",NA,NA
2018100701,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAR 29; CAR 59",NA,NA
2018100701,1988,NA,NA,NA,4.62,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NYG 24",NA,NA
2018100701,2041,NA,NA,NA,4.15,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NYG 24",NA,NA
2018100701,2132,"OK",0.84,2.08,4.99,"N","C","C","R","R","CAR 23",NA,NA,NA,"CAR 23; CAR 10",NA,"NYG 31; NYG 36","NYG 30; NYG 23","CC"
2018100701,2504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAR 29; CAR 54; CAR 59",NA,NA
2018100701,2523,NA,NA,NA,4.48,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NYG 24",NA,NA
2018100701,3304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYG 21; NYG 93",NA,NA
2018100701,3320,NA,NA,NA,4.19,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CAR 26; CAR 28",NA,NA
2018100701,3526,NA,NA,NA,4.23,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NYG 24",NA,NA
2018100701,3888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYG 21; NYG 31; NYG 93",NA,NA
2018100701,3907,NA,NA,NA,4.59,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CAR 26; CAR 56",NA,NA
2018100701,4057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAR 29; CAR 59",NA,NA
2018100701,4073,NA,NA,NA,4.48,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"NYG 24",NA,NA
2018100701,4262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYG 21; NYG 31; NYG 93",NA,NA
2018100701,4281,NA,NA,NA,4.35,"D","C","C","L","L","CAR 23; CAR 42",NA,NA,"8-1-1",NA,NA,"CAR 26; CAR 28",NA,NA
2018100702,36,NA,NA,NA,4.08,"D","C","C","R","R","CIN 40",NA,NA,"8-0-2",NA,NA,"CIN 23; CIN 36",NA,NA
2018100702,247,"OK",0.91,2.04,4.42,"A","R","R",NA,NA,NA,NA,NA,NA,"MIA 31; MIA 35","CIN 16; CIN 50; CIN 56; CIN 57; CIN 75; CIN 94",NA,"CIN 29; CIN 21","CC"
2018100702,687,"OK",0.87,2.19,5.33,"N","C","C",NA,NA,NA,NA,NA,NA,"MIA 27; MIA 35","CIN 50",NA,"CIN 40; CIN 29; CIN 21","CC"
2018100702,989,"OK",0.9,2.04,4.86,"N","C","C",NA,NA,NA,NA,NA,NA,"CIN 40; CIN 29","MIA 27; MIA 34; MIA 35; MIA 44; MIA 53; MIA 59; MIA 75",NA,"MIA 31; MIA 23","BB"
2018100702,1343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN 57",NA,NA
2018100702,1359,NA,NA,NA,4.4,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"MIA 24; MIA 35",NA,NA
2018100702,1722,"OK",0.89,1.85,4.13,"A","R","R",NA,NA,NA,NA,NA,NA,"MIA 31; MIA 35","CIN 42; CIN 50; CIN 75",NA,"CIN 29; CIN 21","CC"
2018100702,1828,"OK",0.91,2.19,4.61,"N","R","R","R","R","CIN 81; CIN 86",NA,NA,NA,"CIN 40; CIN 16","MIA 75",NA,"MIA 26; MIA 31; MIA 23; MIA 35","CC"
2018100702,1858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN 57",NA,NA
2018100702,1926,NA,NA,NA,4.27,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"MIA 24; MIA 35",NA,NA
2018100702,1979,NA,NA,NA,4.2,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"MIA 24; MIA 35",NA,NA
2018100702,2058,"OK",0.96,2.24,3.52,"N","R","R","L","L",NA,NA,"CIN 40",NA,"CIN 40; CIN 29","MIA 75",NA,"MIA 26; MIA 31; MIA 23; MIA 35","CC"
2018100702,2197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN 57",NA,NA
2018100702,2225,NA,NA,NA,4.31,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"MIA 24; MIA 35",NA,NA
2018100702,2399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA 26",NA,NA
2018100702,2418,NA,NA,NA,4.06,"D","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CIN 23; CIN 36",NA,NA
2018100702,2497,"OK",0.87,2.1,5.03,"A","C","C","R","R","MIA 35","MIA 53","MIA 38",NA,"MIA 35; MIA 27","CIN 75; CIN 92",NA,"CIN 29; CIN 21","CC"
2018100702,2802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA 26",NA,NA
2018100702,2818,NA,NA,NA,4.01,"D","C","C","C","C",NA,"CIN 50","CIN 56","8-0-2",NA,NA,"CIN 23; CIN 36",NA,NA
2018100702,2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA 26",NA,NA
2018100702,2968,NA,NA,NA,3.96,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CIN 23; CIN 36",NA,NA
2018100702,3148,"L",0.86,2.09,4.03,"N","R","R","L","L",NA,"MIA 34","MIA 92",NA,"MIA 27; MIA 35",NA,"CIN 16; CIN 42","CIN 23; CIN 40; CIN 29","CC"
2018100702,3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA 26; MIA 35; MIA 53",NA,NA
2018100702,3414,NA,NA,NA,3.97,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CIN 23; CIN 30",NA,NA
2018100702,3528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIA 26",NA,NA
2018100702,3544,NA,NA,NA,3.84,"D","C","C","C","C",NA,NA,"CIN 56","8-0-2",NA,NA,"CIN 23; CIN 30",NA,NA
2018100702,3909,"OK",0.91,2.09,3.6,"N","C","C","R","R",NA,NA,"CIN 81",NA,NA,"MIA 34; MIA 38",NA,NA,"CC"
2018100703,36,NA,NA,NA,4.19,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CLE 26; CLE 28",NA,NA
2018100703,263,"OK",0.82,2.11,4.48,"A","C","C",NA,NA,NA,NA,NA,NA,"BAL 14; BAL 10",NA,"CLE 23","CLE 21; CLE 28","BB"
2018100703,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE 53",NA,NA
2018100703,464,NA,NA,NA,4.09,"D","C","C",NA,NA,NA,NA,NA,"8-0-1",NA,NA,"BAL 14; BAL 41",NA,NA
2018100703,708,"OK",0.9,2.06,3.97,"A","L","L",NA,NA,NA,NA,NA,NA,"CLE 36; CLE 13",NA,NA,"BAL 36; BAL 29; BAL 41","CC"
2018100703,818,"OK",0.83,2.1,4.19,"A","L","L","R","R",NA,NA,NA,NA,"BAL 14; BAL 10",NA,NA,"CLE 20; CLE 38","CC"
2018100703,970,"OK",0.75,2.03,4.73,"N","C","C","L","L",NA,"CLE 22","CLE 26",NA,"CLE 36; CLE 13","BAL 54","BAL 10; BAL 24; BAL 36","BAL 41","CC"
2018100703,1350,"OK",0.88,2.15,3.39,"N","C","C","C","C",NA,NA,"CLE 47",NA,"CLE 36; CLE 20",NA,NA,"BAL 36; BAL 29; BAL 41","CC"
2018100703,1458,"OK",0.84,2.15,4.59,"A","L","L",NA,NA,NA,NA,NA,NA,"BAL 14; BAL 10",NA,NA,"CLE 20; CLE 38","CC"
2018100703,1543,"OK",0.88,2.13,4.33,"N","R","R",NA,NA,NA,NA,NA,NA,"CLE 36; CLE 13","BAL 10; BAL 37; BAL 40; BAL 47; BAL 49; BAL 54",NA,"BAL 29; BAL 41","CC"
2018100703,1637,"OK",0.85,2.21,4.22,"A","L","C","C","C",NA,"BAL 47","BAL 41",NA,"BAL 47; BAL 10",NA,"CLE 13","CLE 36; CLE 20; CLE 38","CC"
2018100703,1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL 36; BAL 50",NA,NA
2018100703,1861,NA,NA,NA,NA,"F","L","L",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CLE 26; CLE 28",NA,NA
2018100703,2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE 53",NA,NA
2018100703,2118,NA,NA,NA,4.05,"D","C","C",NA,NA,NA,NA,NA,"8-0-1",NA,NA,"BAL 41; BAL 48",NA,NA
2018100703,2261,"OK",0.88,2.09,3.58,"A","L","L",NA,NA,NA,NA,NA,NA,"CLE 36; CLE 13",NA,NA,"BAL 36; BAL 29; BAL 41","BF"
2018100703,2627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL 36; BAL 50",NA,NA
2018100703,2657,NA,NA,NA,4.1,"D","C","C",NA,NA,NA,NA,NA,"8-0-2",NA,NA,"CLE 26; CLE 28",NA,NA
2018100703,2982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE 22; CLE 26; CLE 53",NA,NA
2018100703,3001,NA,NA,NA,4.19,"D","C","C",NA,NA,NA,NA,NA,"8-0-1",NA,NA,"BAL 41; BAL 48",NA,NA
2018100703,3129,"OK",0.8,2.04,4.73,"N","R","R","L","L",NA,NA,"CLE 47",NA,"CLE 36; CLE 13","BAL 54; BAL 99","BAL 36","BAL 29; BAL 41","KTB"
2018100703,3300,"OK",0.83,2.09,3.34,"A","L","C",NA,NA,NA,NA,NA,NA,"BAL 47; BAL 10",NA,NA,"CLE 36; CLE 20; CLE 38","BF"
2018100703,3424,"OK",0.86,2.09,4.66,"N","C","C","C","C",NA,NA,"CLE 59",NA,"CLE 36; CLE 13","BAL 54; BAL 99",NA,"BAL 36; BAL 29; BAL 22","CC"
2018100703,3540,"OK",0.86,2.17,4.9,"N","R","C",NA,NA,NA,NA,NA,NA,"BAL 47; BAL 10",NA,"CLE 13","CLE 36; CLE 20; CLE 38","CC"
2018100703,3718,"OK",0.83,2,4.09,"N","C","C","L","L","CLE 26; CLE 47",NA,NA,NA,"CLE 36; CLE 13","BAL 54; BAL 99",NA,"BAL 36; BAL 29; BAL 10; BAL 41","CC"
2018100703,4028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE 26; CLE 53",NA,NA
